	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	SYMBOL
ENSMUSG00000067653	0.401554215188055	0.893662682103895	1.43235408288557	0.623911847483658	0.532685479233524	NA	Ankrd23
ENSMUSG00000079610	35.5880838594645	0.176172640651	0.157235765538425	1.12043618096512	0.262527934073493	0.528542532348881	Ankrd39
ENSMUSG00000026121	18.7496393667074	-0.135546474365072	0.219135355508762	-0.618551369998589	0.536211946552805	0.765260298749516	Sema4c
ENSMUSG00000087589	0.7621444812956	-0.653151023165091	1.12930477240719	-0.578365591932154	0.563017319121271	NA	D430040D24Rik
ENSMUSG00000046337	0.237339073098764	-0.458720177789974	2.04634750837211	-0.22416533649013	0.822628654608179	NA	Fam178b
ENSMUSG00000061518	833.248042945846	-0.101782722577679	0.0532470773174373	-1.91151754622873	0.0559381041309372	0.209307640267152	Cox5b
ENSMUSG00000037351	451.387306796825	-0.0622805790097222	0.0579580221049398	-1.07458082156351	0.282562442067278	0.550959484664164	Actr1b
ENSMUSG00000106804	0.0861075369952195	0	4.0709541396028	0	1	NA	NA
ENSMUSG00000026116	130.134331932665	-0.0218176566712973	0.102319289164429	-0.213231120441385	0.831146695789757	0.931073285743068	Tmem131
ENSMUSG00000102930	0.24569331040525	0.529971303049342	1.8094011842714	0.292898726747959	0.769599562105618	NA	Gm38115
ENSMUSG00000080054	0.403499609299326	-0.348869631281708	1.40867831223953	-0.247657416352974	0.80439948237405	NA	Rpl12-ps1
ENSMUSG00000026113	6.35593396014468	-0.364162127737652	0.344477720211825	-1.05714275951932	0.290446438871042	0.558715700687377	Inpp4a
ENSMUSG00000026112	140.235529156968	-0.0925888345479764	0.0831974127110089	-1.11288117660088	0.265759465353984	0.531772986352256	Coa5
ENSMUSG00000026111	88.2337742990983	0.133006556988935	0.119773271551582	1.11048613155444	0.266789600980262	0.532858148984902	Unc50
ENSMUSG00000026110	11.0768828392374	-0.0548560151920844	0.231057524214402	-0.237412806090585	0.812336555875986	0.923218560929385	Mgat4a
ENSMUSG00000026090	2.67276474692676	-0.135402613563452	0.461400601643786	-0.293459984839781	0.769170581193312	0.900551832065523	Cracdl
ENSMUSG00000060771	5.41720893409816	0.274216095202825	0.381893741472837	0.718042914621395	0.472730826559914	0.719193166912562	Tsga10
ENSMUSG00000097268	0.0469366562438173	0.0490732278206536	4.92768185620347	0.00995868427643624	0.992054250907269	NA	Gm26805
ENSMUSG00000037216	35.5810810566105	-0.342521274750497	0.17146599024681	-1.99760473932742	0.0457595290380426	0.182491910909421	Lipt1
ENSMUSG00000026088	44.0189149240046	-0.0180979154723149	0.155589883898233	-0.116318072993436	0.907400462658153	0.963807318583363	Mitd1
ENSMUSG00000026087	563.340195937898	-0.195708161718374	0.0539022507560309	-3.63079758216732	0.000282546720517672	0.0039350205222626	Mrpl30
ENSMUSG00000058407	308.907962371538	0.0122545729086363	0.0886286361349944	0.138268774552401	0.890028002735525	0.95635142714875	Txndc9
ENSMUSG00000026083	605.302279769563	0.0996759789629094	0.0825345772834224	1.20768752011201	0.227167480193318	0.488991131586709	Eif5b
ENSMUSG00000026082	37.8933248129662	-0.298418576760472	0.165603241186214	-1.80200927604377	0.0715439461505105	0.244278261416008	Rev1
ENSMUSG00000037138	8.79725695351855	0.238871074663928	0.259059467429985	0.922070430521854	0.356491839527897	0.622995367046989	Aff3
ENSMUSG00000048814	0.554399247652084	1.0306251148867	1.15686982654789	0.890873883332312	0.37299683270921	NA	Lonrf2
ENSMUSG00000026080	2.46960640337506	0.456068849549618	0.48627279896588	0.937886820976838	0.348302576663724	0.615424389835531	Chst10
ENSMUSG00000026078	363.046713246959	0.0454742311449796	0.0595413996392613	0.763741387009554	0.44502137193995	0.69822704351468	Pdcl3
ENSMUSG00000026077	0.483382522081251	0.992620078651578	1.45674771251783	0.681394636917564	0.49562181547539	NA	Npas2
ENSMUSG00000092563	0.0861839632106681	0.0490734170200081	4.07079850652021	0.0120549855124018	0.990381746137914	NA	Gm3617
ENSMUSG00000073702	4234.53094589288	-0.167454063006844	0.0387329517831205	-4.32329722620879	1.53714419417962e-05	0.000349522941384228	Rpl31
ENSMUSG00000003134	0.860436272108837	1.63825903037852	1.25620018909656	1.30413850005605	0.192186364094302	NA	Tbc1d8
