"Gene","avg_log2FC","p_val","p_val_adj","pct_Male","pct_Female","Significant","Direction"
"Tpm2",-0.6201,1.03256276793879e-84,3.33362889629039e-80,0.603,0.78,"Yes","Female-higher"
"Slc20a1",-0.6227,1.28075286919526e-80,4.1349106381969e-76,0.207,0.442,"Yes","Female-higher"
"Atp6v0c",-0.6232,2.15645340583431e-118,6.96210982073606e-114,0.802,0.899,"Yes","Female-higher"
"Cask",-0.6233,1.64699789915817e-88,5.31733271743214e-84,0.303,0.549,"Yes","Female-higher"
"Stox2",-0.626,5.96187440759544e-123,1.92479115249219e-118,0.031,0.317,"Yes","Female-higher"
"Slf2",-0.6265,3.99874134937875e-86,1.29099364464693e-81,0.381,0.603,"Yes","Female-higher"
"Cav1",-0.6275,9.36957230113402e-96,3.02496641742112e-91,0.627,0.783,"Yes","Female-higher"
"Sdc4",-0.6325,5.00267165443217e-126,1.61511254363343e-121,0.805,0.908,"Yes","Female-higher"
"Pawr",-0.6378,1.61607348296661e-113,5.21749323975769e-109,0.077,0.365,"Yes","Female-higher"
"Lmod1",-0.6399,2.78905129601206e-91,9.00445210917492e-87,0.056,0.293,"Yes","Female-higher"
"Rangap1",-0.6424,3.07125421669877e-97,9.91554423861197e-93,0.579,0.76,"Yes","Female-higher"
"Rbm20",-0.6456,2.72759784966896e-123,8.80604965765623e-119,0.038,0.323,"Yes","Female-higher"
"Hipk2",-0.6486,2.48702251181271e-87,8.02935217938733e-83,0.269,0.512,"Yes","Female-higher"
"Lhfp",-0.6491,7.03506779560361e-123,2.27127163781063e-118,0.739,0.86,"Yes","Female-higher"
"Map1b",-0.6493,1.38724210889352e-93,4.47871114856273e-89,0.588,0.781,"Yes","Female-higher"
"Fat1",-0.6504,6.39489232293343e-101,2.06459098645906e-96,0.652,0.787,"Yes","Female-higher"
"Epha4",-0.653,8.47889565448679e-98,2.73741146205106e-93,0.284,0.558,"Yes","Female-higher"
"Rhou",-0.6536,4.21779861736473e-119,1.3617162836162e-114,0.068,0.358,"Yes","Female-higher"
"Lman1",-0.6591,4.67146729492239e-119,1.50818321616569e-114,0.707,0.84,"Yes","Female-higher"
"Ube2c",-0.6613,2.39842924753045e-38,7.74332882565207e-34,0.582,0.683,"Yes","Female-higher"
"Lima1",-0.6629,3.34718403737175e-99,1.08063836646547e-94,0.646,0.796,"Yes","Female-higher"
"Htra1",-0.6637,2.26498040663668e-111,7.31248924282651e-107,0.083,0.366,"Yes","Female-higher"
"Pdlim7",-0.6658,1.76953661549768e-115,5.71294896313425e-111,0.614,0.784,"Yes","Female-higher"
"Hs6st2",-0.6664,4.88496403643651e-95,1.57711063916353e-90,0.32,0.576,"Yes","Female-higher"
"Fstl1",-0.6687,7.23760583333822e-145,2.33666104329324e-140,0.891,0.948,"Yes","Female-higher"
"Xist",-0.6706,1.62270531055866e-42,5.23890409513863e-38,0.001,0.102,"Yes","Female-higher"
"Rif1",-0.6716,3.77022486074776e-96,1.21721709629241e-91,0.494,0.697,"Yes","Female-higher"
"Bicd2",-0.674,1.47913155742002e-97,4.77537623313054e-93,0.388,0.62,"Yes","Female-higher"
"Slc2a3",-0.6743,2.98071522908454e-131,9.62323911709944e-127,0.043,0.347,"Yes","Female-higher"
"C1ql1",-0.6759,8.36506827122344e-141,2.70066229136449e-136,0.006,0.305,"Yes","Female-higher"
"Nptxr",-0.6807,2.48457250165039e-117,8.02144232157829e-113,0.073,0.358,"Yes","Female-higher"
"Prss23",-0.6808,2.69087714432619e-91,8.68749686045709e-87,0.442,0.654,"Yes","Female-higher"
"Cenpe",-0.6829,1.74195091299901e-40,5.6238885226173e-36,0.447,0.571,"Yes","Female-higher"
"Iqgap2",-0.6853,1.66623243339483e-97,5.3794314112152e-93,0.211,0.479,"Yes","Female-higher"
"Igfbp7",-0.6863,1.0453482735174e-69,3.37490690105092e-65,0.15,0.365,"Yes","Female-higher"
"Cd44",-0.6873,1.39574347470569e-131,4.50615780808731e-127,0.725,0.864,"Yes","Female-higher"
"Ctsd",-0.6965,1.3507593158792e-115,4.36092645131599e-111,0.756,0.863,"Yes","Female-higher"
"Hacd1",-0.6974,1.4178679619388e-98,4.5775867151194e-94,0.308,0.561,"Yes","Female-higher"
"Ptprj",-0.6976,1.96052100213394e-99,6.32954205538943e-95,0.408,0.656,"Yes","Female-higher"
"Clcn5",-0.7006,7.61525390557357e-102,2.45858472341443e-97,0.301,0.562,"Yes","Female-higher"
"Slc24a3",-0.7078,7.08388012323563e-95,2.28703069778662e-90,0.319,0.572,"Yes","Female-higher"
"Tmed5",-0.709,8.40402738037394e-115,2.71324023975373e-110,0.445,0.685,"Yes","Female-higher"
"Arap2",-0.7122,4.19490386788141e-124,1.35432471374551e-119,0.134,0.451,"Yes","Female-higher"
"Map4k3",-0.7146,7.69306504768454e-101,2.48370605064496e-96,0.522,0.723,"Yes","Female-higher"
"Palld",-0.7245,7.5834965184054e-141,2.44833185096718e-136,0.789,0.906,"Yes","Female-higher"
"Atxn1",-0.7266,4.17745869524514e-115,1.34869253975989e-110,0.534,0.753,"Yes","Female-higher"
"Tubb4b",-0.7447,1.16217298199247e-146,3.75207547236268e-142,0.853,0.942,"Yes","Female-higher"
"Pdlim5",-0.7518,7.80109177617365e-125,2.51858247993766e-120,0.743,0.864,"Yes","Female-higher"
"Zic2",-0.7522,8.86085524193392e-151,2.86072711485837e-146,0.053,0.39,"Yes","Female-higher"
"Slc4a4",-0.7522,7.76062700771429e-133,2.50551842944056e-128,0.105,0.428,"Yes","Female-higher"
"Rsu1",-0.7629,3.24771108917101e-134,1.04852352513886e-129,0.419,0.688,"Yes","Female-higher"
"Map1lc3a",-0.7682,7.30035373388541e-118,2.3569192029849e-113,0.347,0.62,"Yes","Female-higher"
"Psmc3",-0.7703,7.29861550940257e-179,2.35635801721062e-174,0.778,0.902,"Yes","Female-higher"
"Shroom3",-0.7772,2.04294557163026e-96,6.5956497780083e-92,0.437,0.669,"Yes","Female-higher"
"Cenpf",-0.7816,2.28328990071313e-31,7.37160144445235e-27,0.495,0.595,"Yes","Female-higher"
"Csdc2",-0.7825,2.03463191068261e-145,6.56880912363879e-141,0.098,0.441,"Yes","Female-higher"
"Plcb4",-0.7841,1.09742459067995e-122,3.5430352910102e-118,0.314,0.611,"Yes","Female-higher"
"Pdia3",-0.7847,9.2168333359169e-213,2.97565464250077e-208,0.875,0.957,"Yes","Female-higher"
"Col4a2",-0.7893,3.05479769862175e-125,9.86241437000033e-121,0.612,0.789,"Yes","Female-higher"
"Cnn3",-0.7924,2.66715914498829e-181,8.61092329959468e-177,0.783,0.902,"Yes","Female-higher"
"Arl5a",-0.7959,5.72221836487237e-126,1.84741819909905e-121,0.227,0.526,"Yes","Female-higher"
"Col4a1",-0.8042,1.26381453507278e-141,4.08022522648247e-137,0.718,0.85,"Yes","Female-higher"
"Six3",-0.8119,7.30430681050759e-125,2.35819545377238e-120,0.462,0.689,"Yes","Female-higher"
"Efnb2",-0.8151,3.86520309853662e-142,1.24788082036255e-137,0.267,0.58,"Yes","Female-higher"
"Adm",-0.8161,4.0146640361062e-152,1.29613428405689e-147,0.04,0.379,"Yes","Female-higher"
"Gm29478",-0.8222,9.48319341125298e-169,3.06164899282302e-164,0.002,0.346,"Yes","Female-higher"
"Rbms1",-0.8237,6.27837132744068e-172,2.02697218306422e-167,0.596,0.811,"Yes","Female-higher"
"Cpd",-0.8242,6.35701786452038e-141,2.0523632175604e-136,0.306,0.609,"Yes","Female-higher"
"Edn1",-0.8261,8.03781199784569e-91,2.59500760350448e-86,0.303,0.556,"Yes","Female-higher"
"Gclm",-0.8295,4.29999127511243e-135,1.38825218317005e-130,0.649,0.81,"Yes","Female-higher"
"Col4a5",-0.8317,1.36935073611861e-149,4.42094885155895e-145,0.246,0.584,"Yes","Female-higher"
"Crct1",-0.8335,2.8086559139993e-139,9.06774561834674e-135,0.006,0.304,"Yes","Female-higher"
"Tes",-0.8428,1.05926297037061e-152,3.41983049984152e-148,0.44,0.714,"Yes","Female-higher"
"Loxl2",-0.8462,1.72896638774466e-180,5.58196798283363e-176,0.045,0.427,"Yes","Female-higher"
"Macf1",-0.8495,6.92906008648946e-185,2.23704704892312e-180,0.819,0.916,"Yes","Female-higher"
"Nkain2",-0.8565,1.79257705847726e-149,5.78733503329384e-145,0.039,0.371,"Yes","Female-higher"
"Rnd3",-0.8581,1.69962313386192e-119,5.48723328767321e-115,0.422,0.659,"Yes","Female-higher"
"Sptan1",-0.8787,1.09206108967895e-170,3.52571922802851e-166,0.688,0.863,"Yes","Female-higher"
"Pdpn",-0.8787,7.62803201712125e-145,2.4627101367276e-140,0.229,0.561,"Yes","Female-higher"
"Arl6ip1",-0.8829,5.93095629122832e-79,1.91480923862306e-74,0.509,0.684,"Yes","Female-higher"
"Lamp1",-0.8861,1.12430825097031e-220,3.62982918825764e-216,0.751,0.907,"Yes","Female-higher"
"Atp1a1",-0.8958,4.74935510447171e-175,1.53332929547869e-170,0.627,0.83,"Yes","Female-higher"
"Pax6",-0.9063,1.75184691460122e-170,5.65583776379004e-166,0.103,0.476,"Yes","Female-higher"
"Epas1",-0.9064,3.67687005861789e-171,1.18707749842479e-166,0.013,0.369,"Yes","Female-higher"
"Mpped2",-0.9075,1.56405066222604e-189,5.04953756299676e-185,0.001,0.377,"Yes","Female-higher"
"Cacnb4",-0.916,1.04013198937327e-162,3.35806612769161e-158,0.003,0.338,"Yes","Female-higher"
"Slc35f1",-0.9178,6.02024924469877e-182,1.943637468651e-177,0.043,0.434,"Yes","Female-higher"
"F3",-0.9209,2.71515476736977e-139,8.76587716645331e-135,0.404,0.704,"Yes","Female-higher"
"Gria4",-0.925,1.87126934474479e-167,6.04139307950856e-163,0.076,0.442,"Yes","Female-higher"
"Tceal9",-0.9453,1.219024897964e-223,3.93562188307678e-219,0.763,0.917,"Yes","Female-higher"
"Thbs1",-0.9461,4.53046024363304e-110,1.46265908965693e-105,0.56,0.764,"Yes","Female-higher"
"Colec12",-0.9542,2.39605355041813e-202,7.73565888752493e-198,0.118,0.537,"Yes","Female-higher"
"Hspa5",-0.9569,1.76828219249047e-228,5.70889905845549e-224,0.879,0.97,"Yes","Female-higher"
"Abcg2",-0.9607,2.47816422803893e-192,8.0007532102237e-188,0.224,0.609,"Yes","Female-higher"
"Vgll3",-0.963,6.58686213085727e-163,2.12656843894727e-158,0.294,0.63,"Yes","Female-higher"
"Alkal1",-0.9819,4.68034372199266e-184,1.51104897064533e-179,0.02,0.395,"Yes","Female-higher"
"Ctnnd1",-0.9853,4.28592606252725e-165,1.38371122928692e-160,0.469,0.727,"Yes","Female-higher"
"Zic3",-1.0061,7.31740649321271e-233,2.36242468633372e-228,0.011,0.458,"Yes","Female-higher"
"Galnt17",-1.0177,7.28503929078487e-189,2.3519749350299e-184,0.233,0.649,"Yes","Female-higher"
"Tmem176b",-1.025,1.63692624575571e-203,5.28481638442232e-199,0.096,0.524,"Yes","Female-higher"
"Dstn",-1.0292,9.43262292677291e-281,3.04532231190863e-276,0.811,0.945,"Yes","Female-higher"
"Arhgap31",-1.0303,6.85915825020964e-215,2.21447924108018e-210,0.127,0.558,"Yes","Female-higher"
"Irs1",-1.0303,2.0854553106519e-203,6.73289247043967e-199,0.166,0.59,"Yes","Female-higher"
"Zfhx4",-1.0381,7.88747633377802e-206,2.54647173436023e-201,0.144,0.56,"Yes","Female-higher"
"Ugcg",-1.0631,9.58481021452346e-196,3.0944559777589e-191,0.415,0.731,"Yes","Female-higher"
"Calr",-1.0709,0,0,0.89,0.975,"Yes","Female-higher"
"Flna",-1.0813,0,0,0.883,0.96,"Yes","Female-higher"
"Sdk1",-1.0874,1.61986970165453e-240,5.22974933179165e-236,0.001,0.451,"Yes","Female-higher"
"Cd34",-1.1049,2.33015442381698e-218,7.52290355729312e-214,0.137,0.566,"Yes","Female-higher"
"Gas6",-1.1135,5.16758864888434e-238,1.66835599529231e-233,0.053,0.509,"Yes","Female-higher"
"Fmod",-1.1149,9.02771995616775e-170,2.91459938784876e-165,0.118,0.504,"Yes","Female-higher"
"Tpm1",-1.1344,0,0,0.954,0.987,"Yes","Female-higher"
"Akap12",-1.1424,2.14060771801688e-276,6.91095201761751e-272,0.775,0.938,"Yes","Female-higher"
"Zic4",-1.1466,2.35173991164514e-273,7.59259230474634e-269,0.002,0.499,"Yes","Female-higher"
"Tenm3",-1.1657,1.17986611108784e-240,3.8091977396471e-236,0.34,0.758,"Yes","Female-higher"
"Lox",-1.1994,1.91244282878638e-230,6.17432167273683e-226,0.326,0.706,"Yes","Female-higher"
"Cotl1",-1.2186,1.14358401799518e-298,3.69206100209743e-294,0.029,0.559,"Yes","Female-higher"
"Apoe",-1.2475,4.00013774821167e-171,1.29144447201014e-166,0.082,0.456,"Yes","Female-higher"
"Ptchd4",-1.2494,2.58843698349976e-225,8.35676880122897e-221,0.401,0.758,"Yes","Female-higher"
"Cdh4",-1.2574,8.42134477837318e-265,2.71883116169778e-260,0.001,0.484,"Yes","Female-higher"
"Ryr3",-1.3243,2.60590971206237e-214,8.41317950539336e-210,0.145,0.559,"Yes","Female-higher"
"Plpp3",-1.3436,4.07148222060682e-293,1.31447803492291e-288,0.362,0.777,"Yes","Female-higher"
"Cald1",-1.3868,0,0,0.979,0.995,"Yes","Female-higher"
"Itga1",-1.414,0,0,0.075,0.617,"Yes","Female-higher"
"Aplp2",-1.4746,0,0,0.298,0.792,"Yes","Female-higher"
"Col18a1",-1.5337,0,0,0.287,0.756,"Yes","Female-higher"
"Cst3",-1.5414,0,0,0.843,0.979,"Yes","Female-higher"
"Zic1",-1.57,0,0,0.002,0.647,"Yes","Female-higher"
"Serpinf1",-1.5774,0,0,0.663,0.951,"Yes","Female-higher"
"Ezr",-1.5951,0,0,0.17,0.758,"Yes","Female-higher"
"Atp1b1",-1.5964,0,0,0.146,0.705,"Yes","Female-higher"
"Hspb1",-1.628,0,0,0.132,0.677,"Yes","Female-higher"
"Itgb1",-1.716,0,0,0.935,0.991,"Yes","Female-higher"
"Ifitm3",-1.8112,0,0,0.603,0.949,"Yes","Female-higher"
"Acta2",-1.8255,0,0,0.957,0.998,"Yes","Female-higher"
"Kcnq5",-2.0603,0,0,0.266,0.824,"Yes","Female-higher"
"Sema3e",-2.0671,0,0,0.018,0.741,"Yes","Female-higher"
"Bex1",-2.1973,0,0,0.112,0.815,"Yes","Female-higher"
"Tagln",-2.2014,0,0,0.802,0.992,"Yes","Female-higher"
"Ckb",-2.2297,0,0,0.72,0.988,"Yes","Female-higher"
"Myl9",-2.351,0,0,0.168,0.826,"Yes","Female-higher"
"Cnn1",-2.4949,0,0,0.047,0.828,"Yes","Female-higher"
"Lrp2",-3.0702,0,0,0.095,0.915,"Yes","Female-higher"
"Igfbp2",-3.2579,0,0,0.213,0.977,"Yes","Female-higher"
"Gm26917",0.8524,0.0963275575711463,1,0.634,0.636,"No","NS"
"Npepl1",0.4997,4.97356389184273e-199,1.60571510248142e-194,0.281,0.027,"No","NS"
"Rps17",0.4996,2.99321881790125e-177,9.6636069535942e-173,0.99,0.982,"No","NS"
"Tomm7",0.4992,2.9709279059915e-72,9.59164074449355e-68,0.782,0.612,"No","NS"
"Id3",0.4982,1.31196097724073e-64,4.23566601502171e-60,0.958,0.923,"No","NS"
"Gnl3",0.4976,6.87676605504474e-63,2.22016392087119e-58,0.701,0.522,"No","NS"
"Ktn1",0.4955,3.24665587362269e-81,1.04818284879909e-76,0.867,0.743,"No","NS"
"Npm1",0.495,3.19889913564955e-118,1.03276458594446e-113,0.967,0.952,"No","NS"
"Atp5d",0.4949,4.44314111701684e-120,1.43446810962889e-115,0.949,0.882,"No","NS"
"Mycbp2",0.4948,2.08914644380581e-57,6.74480929382707e-53,0.618,0.422,"No","NS"
"Trmt112",0.4946,5.72271199759155e-72,1.84757756842243e-67,0.716,0.505,"No","NS"
"Emp3",0.4915,1.94526743866773e-69,6.28029592573876e-65,0.83,0.748,"No","NS"
"Shmt2",0.4914,1.42985827549e-76,4.61629744241946e-72,0.489,0.258,"No","NS"
"Rpl22",0.4905,6.60918390702928e-150,2.1337750243844e-145,0.982,0.958,"No","NS"
"Rtraf",0.4901,8.63426644540861e-70,2.78757292190017e-65,0.664,0.459,"No","NS"
"Spcs1",0.4896,1.09675756443469e-74,3.5408817967774e-70,0.756,0.553,"No","NS"
"Uba52",0.4884,5.54226809705334e-100,1.78932125513367e-95,0.899,0.784,"No","NS"
"Pbrm1",0.4881,7.09581415071487e-70,2.2908835985583e-65,0.716,0.52,"No","NS"
"P2rx7",0.4875,5.3833462859039e-184,1.73801334840407e-179,0.246,0.02,"No","NS"
"Kcnk10",0.4852,7.8943086277222e-141,2.54867754046011e-136,0.286,0.054,"No","NS"
"Arhgap22",0.4804,1.50420384368699e-182,4.85632210934344e-178,0.273,0.03,"No","NS"
"Psat1",0.4804,2.3882325834915e-59,7.71040889580231e-55,0.674,0.509,"No","NS"
"Phlpp1",0.4774,7.3558809012995e-53,2.37484614898454e-48,0.506,0.316,"No","NS"
"Snrpg",0.4768,3.7748256261079e-92,1.21870245338893e-87,0.914,0.847,"No","NS"
"Pbx1",0.4757,9.24480411070077e-54,2.98468500713974e-49,0.865,0.739,"No","NS"
"Rims2",0.4734,4.52575868082224e-58,1.46114119010346e-53,0.423,0.228,"No","NS"
"Uqcr11",0.4679,1.5209316530699e-89,4.91032784193616e-85,0.898,0.81,"No","NS"
"Pdgfrb",0.4669,1.1448721227494e-53,3.69621964829642e-49,0.456,0.264,"No","NS"
"Acaca",0.4655,1.76647569251199e-57,5.70306677327497e-53,0.534,0.332,"No","NS"
"Akt3",0.4655,3.23237644996543e-48,1.04357273687134e-43,0.67,0.499,"No","NS"
"Fkbp11",0.4653,1.07221636645757e-63,3.46165053910825e-59,0.531,0.318,"No","NS"
"Polr2e",0.4645,8.1992526043509e-55,2.64712870331469e-50,0.704,0.543,"No","NS"
"Fdft1",0.4628,5.94251138506937e-78,1.91853980066965e-73,0.412,0.189,"No","NS"
"Rplp0",0.4612,2.42330070600839e-183,7.82362632934807e-179,0.993,0.991,"No","NS"
"Fez1",0.4588,1.66995080062606e-106,5.39143615982123e-102,0.352,0.116,"No","NS"
"Atp10a",0.4576,7.20075515993002e-64,2.32476380338341e-59,0.468,0.257,"No","NS"
"Zfas1",0.456,7.77232479061131e-70,2.50929505864886e-65,0.668,0.453,"No","NS"
"Top2b",0.4557,3.85928431973428e-62,1.24596994262621e-57,0.629,0.426,"No","NS"
"Peli2",0.4536,2.24047083371291e-149,7.23336008664213e-145,0.173,0.007,"No","NS"
"Prkca",0.4532,8.04281911601844e-41,2.59662415160655e-36,0.72,0.569,"No","NS"
"Ddt",0.4529,4.34927869126876e-121,1.40416462547612e-116,0.306,0.077,"No","NS"
"Sorbs2os",0.4511,1.58159160595859e-114,5.10616849983731e-110,0.273,0.063,"No","NS"
"Klra4",0.4509,7.76017802908321e-67,2.50537347668951e-62,0.433,0.217,"No","NS"
"Gm10076",0.45,5.66076299132986e-133,1.82757733175085e-128,0.98,0.971,"No","NS"
"Psme1",0.4491,6.23152837694823e-82,2.01184893649774e-77,0.395,0.17,"No","NS"
"Rps11",0.4484,7.54811266890379e-191,2.43690817515559e-186,0.995,0.992,"No","NS"
"Ahcyl1",0.448,4.17563310531609e-48,1.3481031480513e-43,0.752,0.63,"No","NS"
"Foxd1",0.4469,4.51885714385494e-159,1.45891302889357e-154,0.27,0.038,"No","NS"
"Rps27rt",0.4467,7.01847179183665e-79,2.26591361799446e-74,0.459,0.224,"No","NS"
"Igf2bp3",0.4448,4.65863695914644e-154,1.50404094226043e-149,0.284,0.046,"No","NS"
"mt-Cytb",0.4446,1.1422479356375e-44,3.68774746020567e-40,0.854,0.779,"No","NS"
"Tmem50a",0.4425,1.59387617663696e-60,5.14582923627242e-56,0.592,0.372,"No","NS"
"Tbx15",0.4408,4.9634652722719e-58,1.60245476315298e-53,0.397,0.204,"No","NS"
"Snrpd3",0.4404,3.16109265101244e-66,1.02055876237936e-61,0.809,0.675,"No","NS"
"Lrp1",0.4403,1.70881888917028e-67,5.51692178368624e-63,0.78,0.598,"No","NS"
"0610010K14Rik",0.4402,1.89131659081024e-67,6.10611561343086e-63,0.484,0.262,"No","NS"
"Sf3b5",0.4399,9.41398407082263e-60,3.03930475726509e-55,0.785,0.65,"No","NS"
"Prdm16",0.4392,1.36622311850872e-45,4.41085133810539e-41,0.592,0.406,"No","NS"
"Rplp1",0.439,7.95260399974006e-242,2.56749820131608e-237,1,0.998,"No","NS"
"Hnrnpc",0.4385,2.8014707261748e-74,9.04454823945535e-70,0.86,0.735,"No","NS"
"Id4",0.4378,1.09772104037745e-129,3.54399237885859e-125,0.267,0.051,"No","NS"
"Smarcb1",0.4377,1.61815214284565e-51,5.22420419317718e-47,0.59,0.405,"No","NS"
"Aig1",0.4376,1.34767398973749e-66,4.35096547586748e-62,0.299,0.12,"No","NS"
"Hint1",0.4371,3.7572646327532e-108,1.21303288668437e-103,0.962,0.932,"No","NS"
"Rps9",0.4351,1.2153006812356e-198,3.92359824936914e-194,0.995,0.991,"No","NS"
"Trim35",0.434,6.83809213696035e-60,2.20767804641765e-55,0.475,0.269,"No","NS"
"Nme1",0.4332,1.21125924941454e-74,3.91055048673485e-70,0.916,0.841,"No","NS"
"Wnk1",0.4332,4.95768086641407e-41,1.60058726772178e-36,0.839,0.76,"No","NS"
"Ahi1",0.4329,8.23511842105627e-88,2.65870798223802e-83,0.324,0.114,"No","NS"
"Rps19",0.4309,2.90703368755587e-191,9.38535826027413e-187,0.995,0.995,"No","NS"
"H2afv",0.4304,2.69508456921564e-46,8.7010805317127e-42,0.772,0.615,"No","NS"
"Cavin1",0.4298,2.77369786097569e-56,8.95488354416001e-52,0.727,0.564,"No","NS"
"Arf5",0.4293,1.28274154997428e-57,4.14133109409197e-53,0.687,0.504,"No","NS"
"Meis1",0.4284,9.34755570072136e-130,3.01785835797789e-125,0.248,0.042,"No","NS"
"Ptov1",0.4276,1.15085970562094e-50,3.71555055959722e-46,0.675,0.489,"No","NS"
"Hnrnpa1",0.4262,4.22280710343056e-78,1.36333327334256e-73,0.92,0.835,"No","NS"
"Btg1",0.4259,6.92574078270117e-53,2.23597541169507e-48,0.683,0.512,"No","NS"
"Rpl36",0.4255,7.75510316553772e-157,2.50373505699385e-152,0.994,0.991,"No","NS"
"Cacnb2",0.4235,4.19948496657598e-49,1.35580372145906e-44,0.594,0.39,"No","NS"
"Sh3kbp1",0.4229,6.90025838903214e-66,2.22774842089903e-61,0.381,0.179,"No","NS"
"Gm47283",0.4225,1.21275186260421e-48,3.91536938841769e-44,0.614,0.426,"No","NS"
"Apbb1ip",0.4217,1.68096437612773e-149,5.42699348832838e-145,0.255,0.036,"No","NS"
"Trim47",0.42,1.2866732405133e-165,4.15402455699717e-161,0.235,0.022,"No","NS"
"Rpl36al",0.4196,9.09765996114055e-89,2.93717951845423e-84,0.958,0.926,"No","NS"
"Hk2",0.4193,3.55118228852366e-42,1.14649920184987e-37,0.567,0.404,"No","NS"
"Fgf13",0.4188,1.3241718124931e-62,4.27508869663398e-58,0.26,0.097,"No","NS"
"Hspe1",0.418,3.80657929929456e-86,1.22895412677725e-81,0.949,0.911,"No","NS"
"Pck2",0.418,4.93943130032115e-74,1.59469539530868e-69,0.32,0.127,"No","NS"
"Fst",0.417,8.10715022910042e-94,2.61739345146507e-89,0.269,0.075,"No","NS"
"Rpl18a",0.4151,9.10830205808037e-178,2.94061531945125e-173,0.995,0.995,"No","NS"
"Cavin3",0.414,2.38597501199728e-46,7.70312032623321e-42,0.707,0.554,"No","NS"
"Nt5c",0.4134,6.71275162875499e-69,2.16721186334355e-64,0.404,0.192,"No","NS"
"Neat1",0.4132,6.50185064270144e-24,2.09912247999616e-19,0.751,0.64,"No","NS"
"Btf3",0.4128,2.17048520476741e-84,7.00741148359159e-80,0.945,0.898,"No","NS"
"Rcc2",0.4127,7.38654936581957e-56,2.38474746275485e-51,0.58,0.378,"No","NS"
"Timp3",0.4127,7.52308177320112e-17,2.42882695047798e-12,0.778,0.716,"No","NS"
"Anxa4",0.4123,9.17912817469213e-62,2.96348153119935e-57,0.447,0.24,"No","NS"
"Eef2k",0.4121,5.369903342396e-108,1.73367329409255e-103,0.283,0.072,"No","NS"
"Loxl3",0.4111,1.96478090929844e-55,6.34329516567e-51,0.378,0.192,"No","NS"
"Cnot6",0.4106,1.54224542181034e-54,4.97913934431469e-50,0.676,0.488,"No","NS"
"Ssbp2",0.4101,8.41720673295184e-30,2.7174951937335e-25,0.559,0.415,"No","NS"
"Rbm26",0.4092,2.446303696587e-46,7.89789148443113e-42,0.646,0.461,"No","NS"
"Pik3c2a",0.4051,2.61067089069461e-32,8.42855097060754e-28,0.645,0.508,"No","NS"
"Bnip3l",0.4013,1.87175356206297e-61,6.0429563751203e-57,0.422,0.221,"No","NS"
"Pmvk",0.4001,1.39845028709774e-50,4.51489675189505e-46,0.437,0.252,"No","NS"
"Uchl3",0.4,2.62374972791786e-65,8.47077599658282e-61,0.416,0.209,"No","NS"
"Cdk6",0.3981,1.94451194973079e-76,6.27785682970586e-72,0.328,0.127,"No","NS"
"Shtn1",0.3978,2.1302685059048e-191,6.87757187131366e-187,0.206,0.005,"No","NS"
"Sgk1",0.3958,1.87602229154166e-41,6.05673796824226e-37,0.404,0.242,"No","NS"
"Areg",0.3952,1.44169605660145e-26,4.6545157187378e-22,0.344,0.217,"No","NS"
"Ewsr1",0.3948,5.65191782716407e-51,1.82472167049992e-46,0.727,0.575,"No","NS"
"Cda",0.3938,3.85960412634873e-184,1.24607319219169e-179,0.221,0.011,"No","NS"
"Osbpl3",0.3916,6.18936246062262e-34,1.99823567041201e-29,0.655,0.509,"No","NS"
"Eif4a1",0.3914,2.98885719338427e-82,9.64952544884113e-78,0.95,0.923,"No","NS"
"Samd4",0.3913,3.25241968467484e-41,1.05004369519727e-36,0.775,0.645,"No","NS"
"Atp5g1",0.3912,1.46983785640208e-54,4.74537151939412e-50,0.882,0.799,"No","NS"
"Baiap2",0.3887,5.7547641258593e-60,1.85792559803367e-55,0.422,0.218,"No","NS"
"Fam162a",0.3885,1.49990633810109e-44,4.84244761255937e-40,0.623,0.455,"No","NS"
"Ptprf",0.3879,2.46698587404089e-51,7.96466389434102e-47,0.506,0.316,"No","NS"
"Fkbp4",0.3869,1.5322094233097e-45,4.94673812315538e-41,0.632,0.47,"No","NS"
"Prkar2b",0.386,2.89875454322123e-41,9.35862904278975e-37,0.582,0.414,"No","NS"
